"code","name","station","cogs","resource_type","resource_code","resource_name","resource_unit","conversion","item_code","item_name","qty"
"L-R","Caff� Latte Ice R","Bar",0,"ingridient","BB-10-001","Es","KG","10 Kg","DA-06-00001-01","Es Tube Sedang Pack",0.04
"L-R","Caff� Latte Ice R","Bar",0,"package","PA-04-003","Cup PP SA 12 oz","PCS","1200 Pcs","PA-01-00001-01","Cup PP SA 12 oz Hansupack",1
"L-R","Caff� Latte Ice R","Bar",0,"package","PA-06-001","Plastik Cup Sealer","M","150 M","PA-01-00010-01","Plastik Cup Sealer Roll 150 M",0.0013
"L-R","Caff� Latte Ice R","Bar",0,"package","PA-04-004","Sedotan Ungu 6 mm","PCS","500 Pcs","PA-01-00007-01","Sedotan Ungu Lancip 6 mm Hansupack",1
"L-L","Caff� Latte Ice L","Bar",0,"ingridient","BB-01-001","Kopi","KG","1 Kg","DA-02-00001-01","Coffee Bean Roasted House Blend CV Arera Pack 1 Kg",0.01267
"L-L","Caff� Latte Ice L","Bar",0,"ingridient","BB-02-001","Susu","LITER","1 Liter","DA-01-00001-01","Susu GreenField ESL Pack 1 Liter",0.15
"L-L","Caff� Latte Ice L","Bar",0,"ingridient","BB-10-001","Es","KG","10 Kg","DA-06-00001-01","Es Tube Sedang Pack",0.04
"L-L","Caff� Latte Ice L","Bar",0,"package","PA-04-002","Cup PP SA 16 oz","PCS","1200 Pcs","PA-01-00002-01","Cup PP SA 16 oz Hansupack",1
"L-L","Caff� Latte Ice L","Bar",0,"package","PA-06-001","Plastik Cup Sealer","M","150 M","PA-01-00010-01","Plastik Cup Sealer Roll 150 M",0.0013
"L-L","Caff� Latte Ice L","Bar",0,"package","PA-04-004","Sedotan Ungu 6 mm","PCS","500 Pcs","PA-01-00007-01","Sedotan Ungu Lancip 6 mm Hansupack",1
"L-H","Caff� Latte Hot","Bar",0,"ingridient","BB-01-001","Kopi","KG","1 Kg","DA-02-00001-01","Coffee Bean Roasted House Blend CV Arera Pack 1 Kg",0.0095
"L-H","Caff� Latte Hot","Bar",0,"ingridient","BB-02-001","Susu","LITER","1 Liter","DA-01-00001-01","Susu GreenField ESL Pack 1 Liter",0.2
"L-H","Caff� Latte Hot","Bar",0,"package","PA-04-001","Cup Hot + Lid 12 oz","PCS","1000 Pcs","PA-01-00006-01","Paper Cup Hot + Lid 12 oz Hansupack",1
"L-H","Caff� Latte Hot","Bar",0,"package","PA-04-006","Sedotan Ungu Pipih","PCS","200 Pcs","PA-01-00003-01","Sedotan Pipih Ungu Hansupack",1
"CAP-R","Cappucino Ice R","Bar",0,"ingridient","BB-01-001","Kopi","KG","1 Kg","DA-02-00001-01","Coffee Bean Roasted House Blend CV Arera Pack 1 Kg",0.0095
"CAP-R","Cappucino Ice R","Bar",0,"ingridient","BB-02-001","Susu","LITER","1 Liter","DA-01-00001-01","Susu GreenField ESL Pack 1 Liter",0.12
"CAP-R","Cappucino Ice R","Bar",0,"ingridient","BB-10-001","Es","KG","10 Kg","DA-06-00001-01","Es Tube Sedang Pack",0.04
"CAP-R","Cappucino Ice R","Bar",0,"package","PA-04-003","Cup PP SA 12 oz","PCS","1200 Pcs","PA-01-00001-01","Cup PP SA 12 oz Hansupack",1
"CAP-R","Cappucino Ice R","Bar",0,"package","PA-06-001","Plastik Cup Sealer","M","150 M","PA-01-00010-01","Plastik Cup Sealer Roll 150 M",0.0013
"CAP-R","Cappucino Ice R","Bar",0,"package","PA-04-004","Sedotan Ungu 6 mm","PCS","500 Pcs","PA-01-00007-01","Sedotan Ungu Lancip 6 mm Hansupack",1
"CAP-L","Cappucino Ice L","Bar",0,"ingridient","BB-01-001","Kopi","KG","1 Kg","DA-02-00001-01","Coffee Bean Roasted House Blend CV Arera Pack 1 Kg",0.06
"CAP-L","Cappucino Ice L","Bar",0,"ingridient","BB-02-001","Susu","LITER","1 Liter","DA-01-00001-01","Susu GreenField ESL Pack 1 Liter",0.15
"CAP-L","Cappucino Ice L","Bar",0,"ingridient","BB-10-001","Es","KG","10 Kg","DA-06-00001-01","Es Tube Sedang Pack",0.04
"CAP-L","Cappucino Ice L","Bar",0,"package","PA-04-002","Cup PP SA 16 oz","PCS","1200 Pcs","PA-01-00002-01","Cup PP SA 16 oz Hansupack",1
"CAP-L","Cappucino Ice L","Bar",0,"package","PA-06-001","Plastik Cup Sealer","M","150 M","PA-01-00010-01","Plastik Cup Sealer Roll 150 M",0.0013
"CAP-L","Cappucino Ice L","Bar",0,"package","PA-04-004","Sedotan Ungu 6 mm","PCS","500 Pcs","PA-01-00007-01","Sedotan Ungu Lancip 6 mm Hansupack",1
"CAP-H","Cappucino Hot","Bar",0,"ingridient","BB-01-001","Kopi","KG","1 Kg","DA-02-00001-01","Coffee Bean Roasted House Blend CV Arera Pack 1 Kg",0.0095
"CAP-H","Cappucino Hot","Bar",0,"ingridient","BB-02-001","Susu","LITER","1 Liter","DA-01-00001-01","Susu GreenField ESL Pack 1 Liter",0.2
"CAP-H","Cappucino Hot","Bar",0,"package","PA-04-001","Cup Hot + Lid 12 oz","PCS","1000 Pcs","PA-01-00006-01","Paper Cup Hot + Lid 12 oz Hansupack",1
"CAP-H","Cappucino Hot","Bar",0,"package","PA-04-006","Sedotan Ungu Pipih","PCS","200 Pcs","PA-01-00003-01","Sedotan Pipih Ungu Hansupack",1
"AMH-R","Honey Americano Ice R","Bar",0,"ingridient","BB-01-001","Kopi","KG","1 Kg","DA-02-00001-01","Coffee Bean Roasted House Blend CV Arera Pack 1 Kg",0.0095
"AMH-R","Honey Americano Ice R","Bar",0,"ingridient","BB-07-005","Concentrad Honey","KG","7 Kg","SI-04-000002-01","Concentrated Longan Honey NIP Jirigen 7 Kg",0.002143
"AMH-R","Honey Americano Ice R","Bar",0,"ingridient","BB-09-001","Air","LITER","19 Liter","DA-06-00005-01","Air Cleo Galon",0.052834
"AMH-R","Honey Americano Ice R","Bar",0,"ingridient","BB-10-001","Es","KG","10 Kg","DA-06-00001-01","Es Tube Sedang Pack",0.04
"AMH-R","Honey Americano Ice R","Bar",0,"package","PA-04-003","Cup PP SA 12 oz","PCS","1200 Pcs","PA-01-00001-01","Cup PP SA 12 oz Hansupack",1
"AMH-R","Honey Americano Ice R","Bar",0,"package","PA-06-001","Plastik Cup Sealer","M","150 M","PA-01-00010-01","Plastik Cup Sealer Roll 150 M",0.0013
"AMH-R","Honey Americano Ice R","Bar",0,"package","PA-04-004","Sedotan Ungu 6 mm","PCS","500 Pcs","PA-01-00007-01","Sedotan Ungu Lancip 6 mm Hansupack",1
"AMH-L","Honey Americano Ice L","Bar",0,"ingridient","BB-01-001","Kopi","KG","1 Kg","DA-02-00001-01","Coffee Bean Roasted House Blend CV Arera Pack 1 Kg",0.01267
"AMH-L","Honey Americano Ice L","Bar",0,"ingridient","BB-07-005","Concentrad Honey","KG","7 Kg","SI-04-000002-01","Concentrated Longan Honey NIP Jirigen 7 Kg",0.002857
"AMH-L","Honey Americano Ice L","Bar",0,"ingridient","BB-09-001","Air","LITER","19 Liter","DA-06-00005-01","Air Cleo Galon",0.052834
"AMH-L","Honey Americano Ice L","Bar",0,"ingridient","BB-10-001","Es","KG","10 Kg","DA-06-00001-01","Es Tube Sedang Pack",0.04
"AMH-L","Honey Americano Ice L","Bar",0,"package","PA-04-002","Cup PP SA 16 oz","PCS","1200 Pcs","PA-01-00002-01","Cup PP SA 16 oz Hansupack",1
"AMH-L","Honey Americano Ice L","Bar",0,"package","PA-06-001","Plastik Cup Sealer","M","150 M","PA-01-00010-01","Plastik Cup Sealer Roll 150 M",0.0013
"AMH-L","Honey Americano Ice L","Bar",0,"package","PA-04-004","Sedotan Ungu 6 mm","PCS","500 Pcs","PA-01-00007-01","Sedotan Ungu Lancip 6 mm Hansupack",1
"AMH-H","Honey Americano Hot","Bar",0,"ingridient","BB-01-001","Kopi","KG","1 Kg","DA-02-00001-01","Coffee Bean Roasted House Blend CV Arera Pack 1 Kg",0.0095
"AMH-H","Honey Americano Hot","Bar",0,"ingridient","BB-09-001","Air","LITER","19 Liter","DA-06-00005-01","Air Cleo Galon",0.052834
"AMH-H","Honey Americano Hot","Bar",0,"ingridient","BB-07-005","Concentrad Honey","KG","7 Kg","SI-04-000002-01","Concentrated Longan Honey NIP Jirigen 7 Kg",0.002857
"AMH-H","Honey Americano Hot","Bar",0,"package","PA-04-001","Cup Hot + Lid 12 oz","PCS","1000 Pcs","PA-01-00006-01","Paper Cup Hot + Lid 12 oz Hansupack",1
"AMH-H","Honey Americano Hot","Bar",0,"package","PA-04-006","Sedotan Ungu Pipih","PCS","200 Pcs","PA-01-00003-01","Sedotan Pipih Ungu Hansupack",1
"MV-R","Mochaccino Vanilla Ice R","Bar",0,"ingridient","BB-01-001","Kopi","KG","1 Kg","DA-02-00001-01","Coffee Bean Roasted House Blend CV Arera Pack 1 Kg",0.006333
"MV-R","Mochaccino Vanilla Ice R","Bar",0,"ingridient","BB-02-001","Susu","LITER","1 Liter","DA-01-00001-01","Susu GreenField ESL Pack 1 Liter",0.0684
"MV-R","Mochaccino Vanilla Ice R","Bar",0,"ingridient","BB-03-001","Susu Evaporasi","KG","0.43 Kg","DA-01-00002-01","Susu Evaporasi F&N Kaleng 430 Gram",0.12
"MV-R","Mochaccino Vanilla Ice R","Bar",0,"ingridient","BB-07-008","Powder Cocoa","KG","1 Kg","PO-01-00001-01","Powder Cocoa NIP Pack 1 Kg",0.004
"MV-R","Mochaccino Vanilla Ice R","Bar",0,"ingridient","BB-11-001","Sirup Vanilla","LITER","1 Liter","SI-02-000001-01","Sirup Vanilla Drip Syrup Botol 760 Ml",0.019737
"MV-R","Mochaccino Vanilla Ice R","Bar",0,"ingridient","BB-07-001","Simpel Sirup","KG","6 Kg","SI-01-000001-01","Sirup Simple Toffin Botol 750 Ml",0.026667
"MV-R","Mochaccino Vanilla Ice R","Bar",0,"ingridient","BB-10-001","Es","KG","10 Kg","DA-06-00001-01","Es Tube Sedang Pack",0.04
"MV-R","Mochaccino Vanilla Ice R","Bar",0,"package","PA-04-003","Cup PP SA 12 oz","PCS","1200 Pcs","PA-01-00001-01","Cup PP SA 12 oz Hansupack",1
"MV-R","Mochaccino Vanilla Ice R","Bar",0,"package","PA-06-001","Plastik Cup Sealer","M","150 M","PA-01-00010-01","Plastik Cup Sealer Roll 150 M",0.0013
"MV-R","Mochaccino Vanilla Ice R","Bar",0,"package","PA-04-004","Sedotan Ungu 6 mm","PCS","500 Pcs","PA-01-00007-01","Sedotan Ungu Lancip 6 mm Hansupack",1
"MV-L","Mochaccino Vanilla Ice L","Bar",0,"ingridient","BB-01-001","Kopi","KG","1 Kg","DA-02-00001-01","Coffee Bean Roasted House Blend CV Arera Pack 1 Kg",0.0095
"MV-L","Mochaccino Vanilla Ice L","Bar",0,"ingridient","BB-02-001","Susu","LITER","1 Liter","DA-01-00001-01","Susu GreenField ESL Pack 1 Liter",0.855
"MV-L","Mochaccino Vanilla Ice L","Bar",0,"ingridient","BB-03-001","Susu Evaporasi","KG","0.43 Kg","DA-01-00002-01","Susu Evaporasi F&N Kaleng 430 Gram",0.15
"MV-L","Mochaccino Vanilla Ice L","Bar",0,"ingridient","BB-07-008","Powder Cocoa","KG","1 Kg","PO-01-00001-01","Powder Cocoa NIP Pack 1 Kg",0.005
"MV-L","Mochaccino Vanilla Ice L","Bar",0,"ingridient","BB-11-001","Sirup Vanilla","LITER","1 Liter","SI-02-000001-01","Sirup Vanilla Drip Syrup Botol 760 Ml",0.026316
"MV-L","Mochaccino Vanilla Ice L","Bar",0,"ingridient","BB-07-001","Simpel Sirup","KG","6 Kg","SI-01-000001-01","Sirup Simple Toffin Botol 750 Ml",0.026667
"MV-L","Mochaccino Vanilla Ice L","Bar",0,"ingridient","BB-10-001","Es","KG","10 Kg","DA-06-00001-01","Es Tube Sedang Pack",0.04
"MV-L","Mochaccino Vanilla Ice L","Bar",0,"package","PA-04-002","Cup PP SA 16 oz","PCS","1200 Pcs","PA-01-00002-01","Cup PP SA 16 oz Hansupack",1
"MV-L","Mochaccino Vanilla Ice L","Bar",0,"package","PA-06-001","Plastik Cup Sealer","M","150 M","PA-01-00010-01","Plastik Cup Sealer Roll 150 M",0.0013
"MV-L","Mochaccino Vanilla Ice L","Bar",0,"package","PA-04-004","Sedotan Ungu 6 mm","PCS","500 Pcs","PA-01-00007-01","Sedotan Ungu Lancip 6 mm Hansupack",1
"FAD-L","Asian Dolce Frappe Ice L","Bar",0,"ingridient","BB-01-001","Kopi","KG","1 Kg","DA-02-00001-01","Coffee Bean Roasted House Blend CV Arera Pack 1 Kg",0.019
"FAD-L","Asian Dolce Frappe Ice L","Bar",0,"ingridient","BB-04-001","SKM","KG","0.495 Kg","DA-01-00006-01","Krimer Carnation Putih Kaleng 495 Gram",0.10101
"FAD-L","Asian Dolce Frappe Ice L","Bar",0,"ingridient","BB-02-001","Susu","LITER","1 Liter","DA-01-00001-01","Susu GreenField ESL Pack 1 Liter",0.18
"FAD-L","Asian Dolce Frappe Ice L","Bar",0,"ingridient","BB-10-001","Es","KG","10 Kg","DA-06-00001-01","Es Tube Sedang Pack",0.04
"FAD-L","Asian Dolce Frappe Ice L","Bar",0,"package","PA-04-002","Cup PP SA 16 oz","PCS","1200 Pcs","PA-01-00002-01","Cup PP SA 16 oz Hansupack",1
"FAD-L","Asian Dolce Frappe Ice L","Bar",0,"package","PA-06-001","Plastik Cup Sealer","M","150 M","PA-01-00010-01","Plastik Cup Sealer Roll 150 M",0.0013
"FAD-L","Asian Dolce Frappe Ice L","Bar",0,"package","PA-04-004","Sedotan Ungu 6 mm","PCS","500 Pcs","PA-01-00007-01","Sedotan Ungu Lancip 6 mm Hansupack",1
"FCM-L","Caramel Machiato Frappe Ice L","Bar",0,"ingridient","BB-01-001","Kopi","KG","1 Kg","DA-02-00001-01","Coffee Bean Roasted House Blend CV Arera Pack 1 Kg",0.01267
"FCM-L","Caramel Machiato Frappe Ice L","Bar",0,"ingridient","BB-02-001","Susu","LITER","1 Liter","DA-01-00001-01","Susu GreenField ESL Pack 1 Liter",0.0684
"FCM-L","Caramel Machiato Frappe Ice L","Bar",0,"ingridient","BB-03-001","Susu Evaporasi","KG","0.43 Kg","DA-01-00002-01","Susu Evaporasi F&N Kaleng 430 Gram",0.12
"FCM-L","Caramel Machiato Frappe Ice L","Bar",0,"ingridient","BB-17-001","Sauce Caramel","LITER","2 Liter","SY-01-000001-01","Sauce Caramel Toffin Botol 1.8 Kg",0.011111
"FCM-L","Caramel Machiato Frappe Ice L","Bar",0,"ingridient","BB-07-010","Powder Coffee Caramel","KG","2 Kg","PO-02-00001-01","Powder Caffe Caramello Toffin Pack 800 Gram",0.025
"FCM-L","Caramel Machiato Frappe Ice L","Bar",0,"ingridient","BB-07-001","Simpel Sirup","KG","6 Kg","SI-01-000001-01","Sirup Simple Toffin Botol 750 Ml",0.026667
"FCM-L","Caramel Machiato Frappe Ice L","Bar",0,"ingridient","BB-10-001","Es","KG","10 Kg","DA-06-00001-01","Es Tube Sedang Pack",0.04
"FCM-L","Caramel Machiato Frappe Ice L","Bar",0,"package","PA-04-002","Cup PP SA 16 oz","PCS","1200 Pcs","PA-01-00002-01","Cup PP SA 16 oz Hansupack",1
"FCM-L","Caramel Machiato Frappe Ice L","Bar",0,"package","PA-06-001","Plastik Cup Sealer","M","150 M","PA-01-00010-01","Plastik Cup Sealer Roll 150 M",0.0013
"FCM-L","Caramel Machiato Frappe Ice L","Bar",0,"package","PA-04-004","Sedotan Ungu 6 mm","PCS","500 Pcs","PA-01-00007-01","Sedotan Ungu Lancip 6 mm Hansupack",1
"FC-L","Coffee Frappe Ice L","Bar",0,"ingridient","BB-01-001","Kopi","KG","1 Kg","DA-02-00001-01","Coffee Bean Roasted House Blend CV Arera Pack 1 Kg",0.019
"FC-L","Coffee Frappe Ice L","Bar",0,"ingridient","BB-09-001","Air","LITER","19 Liter","DA-06-00005-01","Air Cleo Galon",0.052834
"FC-L","Coffee Frappe Ice L","Bar",0,"ingridient","BB-10-001","Es","KG","10 Kg","DA-06-00001-01","Es Tube Sedang Pack",0.04
"FC-L","Coffee Frappe Ice L","Bar",0,"package","PA-04-002","Cup PP SA 16 oz","PCS","1200 Pcs","PA-01-00002-01","Cup PP SA 16 oz Hansupack",1
"FC-L","Coffee Frappe Ice L","Bar",0,"package","PA-06-001","Plastik Cup Sealer","M","150 M","PA-01-00010-01","Plastik Cup Sealer Roll 150 M",0.0013
"FC-L","Coffee Frappe Ice L","Bar",0,"package","PA-04-004","Sedotan Ungu 6 mm","PCS","500 Pcs","PA-01-00007-01","Sedotan Ungu Lancip 6 mm Hansupack",1
"ML-R","Matcha Latte Ice R","Bar",0,"ingridient","BB-14-001","Powder Matcha Premium","KG","1 Kg","PO-03-00001-01","Powder Greantea LABR Premium Pack 1 Kg",0.01
"ML-R","Matcha Latte Ice R","Bar",0,"ingridient","BB-02-001","Susu","LITER","1 Liter","DA-01-00001-01","Susu GreenField ESL Pack 1 Liter",0.14
"ML-R","Matcha Latte Ice R","Bar",0,"ingridient","BB-07-001","Simpel Sirup","KG","6 Kg","SI-01-000001-01","Sirup Simple Toffin Botol 750 Ml",0.033333
"ML-R","Matcha Latte Ice R","Bar",0,"ingridient","BB-10-001","Es","KG","10 Kg","DA-06-00001-01","Es Tube Sedang Pack",0.04
"ML-R","Matcha Latte Ice R","Bar",0,"package","PA-04-003","Cup PP SA 12 oz","PCS","1200 Pcs","PA-01-00001-01","Cup PP SA 12 oz Hansupack",1
"ML-R","Matcha Latte Ice R","Bar",0,"package","PA-06-001","Plastik Cup Sealer","M","150 M","PA-01-00010-01","Plastik Cup Sealer Roll 150 M",0.0013
"ML-R","Matcha Latte Ice R","Bar",0,"package","PA-04-004","Sedotan Ungu 6 mm","PCS","500 Pcs","PA-01-00007-01","Sedotan Ungu Lancip 6 mm Hansupack",1
"ML-L","Matcha Latte Ice L","Bar",0,"ingridient","BB-14-001","Powder Matcha Premium","KG","1 Kg","PO-03-00001-01","Powder Greantea LABR Premium Pack 1 Kg",0.015
"ML-L","Matcha Latte Ice L","Bar",0,"ingridient","BB-02-001","Susu","LITER","1 Liter","DA-01-00001-01","Susu GreenField ESL Pack 1 Liter",0.18
"ML-L","Matcha Latte Ice L","Bar",0,"ingridient","BB-07-001","Simpel Sirup","KG","6 Kg","SI-01-000001-01","Sirup Simple Toffin Botol 750 Ml",0.04
"ML-L","Matcha Latte Ice L","Bar",0,"ingridient","BB-10-001","Es","KG","10 Kg","DA-06-00001-01","Es Tube Sedang Pack",0.04
"ML-L","Matcha Latte Ice L","Bar",0,"package","PA-04-002","Cup PP SA 16 oz","PCS","1200 Pcs","PA-01-00002-01","Cup PP SA 16 oz Hansupack",1
"ML-L","Matcha Latte Ice L","Bar",0,"package","PA-06-001","Plastik Cup Sealer","M","150 M","PA-01-00010-01","Plastik Cup Sealer Roll 150 M",0.0013
"ML-L","Matcha Latte Ice L","Bar",0,"package","PA-04-004","Sedotan Ungu 6 mm","PCS","500 Pcs","PA-01-00007-01","Sedotan Ungu Lancip 6 mm Hansupack",1
"ML-H","Matcha Latte Hot","Bar",0,"ingridient","BB-14-001","Powder Matcha Premium","KG","1 Kg","PO-03-00001-01","Powder Greantea LABR Premium Pack 1 Kg",0.015
"ML-H","Matcha Latte Hot","Bar",0,"ingridient","BB-02-001","Susu","LITER","1 Liter","DA-01-00001-01","Susu GreenField ESL Pack 1 Liter",0.2
"ML-H","Matcha Latte Hot","Bar",0,"ingridient","BB-07-001","Simpel Sirup","KG","6 Kg","SI-01-000001-01","Sirup Simple Toffin Botol 750 Ml",0.013333
"ML-H","Matcha Latte Hot","Bar",0,"package","PA-04-001","Cup Hot + Lid 12 oz","PCS","1000 Pcs","PA-01-00006-01","Paper Cup Hot + Lid 12 oz Hansupack",1
"ML-H","Matcha Latte Hot","Bar",0,"package","PA-04-006","Sedotan Ungu Pipih","PCS","200 Pcs","PA-01-00003-01","Sedotan Pipih Ungu Hansupack",1
"BTH-L","Shaken Boba Tea Ice (Honey) L","Bar",0,"ingridient","BB-07-007","Powder Black Tea","KG","1 Kg","PO-01-00005-01","Powder Black Tea NIP Pack 1Kg",0.781
"BTH-L","Shaken Boba Tea Ice (Honey) L","Bar",0,"ingridient","BB-07-005","Concentrad Honey","KG","7 Kg","SI-04-000002-01","Concentrated Longan Honey NIP Jirigen 7 Kg",0.005714
"BTH-L","Shaken Boba Tea Ice (Honey) L","Bar",0,"ingridient","BB-07-001","Simpel Sirup","KG","6 Kg","SI-01-000001-01","Sirup Simple Toffin Botol 750 Ml",0.003636
"BTH-L","Shaken Boba Tea Ice (Honey) L","Bar",0,"ingridient","BB-16-001","Tapioca Pearl","KG","1 Kg","DA-07-00006-01","Boba Boba King Pack 1 Kg",0.027273
"BTH-L","Shaken Boba Tea Ice (Honey) L","Bar",0,"ingridient","BB-10-001","Es","KG","10 Kg","DA-06-00001-01","Es Tube Sedang Pack",0.04
"BTH-L","Shaken Boba Tea Ice (Honey) L","Bar",0,"package","PA-04-002","Cup PP SA 16 oz","PCS","1200 Pcs","PA-01-00002-01","Cup PP SA 16 oz Hansupack",1
"BTH-L","Shaken Boba Tea Ice (Honey) L","Bar",0,"package","PA-06-001","Plastik Cup Sealer","M","150 M","PA-01-00010-01","Plastik Cup Sealer Roll 150 M",0.0013
"BTH-L","Shaken Boba Tea Ice (Honey) L","Bar",0,"package","PA-04-005","Sedotan Ungu 12 mm","PCS","200 Pcs","PA-01-00008-01","Sedotan Ungu Lancip 15 mm Hansupack",1
"BTL-L","Shaken Boba Tea Ice (Lychee) L","Bar",0,"ingridient","BB-07-007","Powder Black Tea","KG","1 Kg","PO-01-00005-01","Powder Black Tea NIP Pack 1Kg",0.2125
"BTL-L","Shaken Boba Tea Ice (Lychee) L","Bar",0,"ingridient","BB-07-003","Concentrad Lychee","KG","7 Kg","SI-04-000004-01","Concentrated Lychee NIP Jirigen 7 Kg",0.005714
"BTL-L","Shaken Boba Tea Ice (Lychee) L","Bar",0,"ingridient","BB-07-001","Simpel Sirup","KG","6 Kg","SI-01-000001-01","Sirup Simple Toffin Botol 750 Ml",0.003636
"BTL-L","Shaken Boba Tea Ice (Lychee) L","Bar",0,"ingridient","BB-16-001","Tapioca Pearl","KG","1 Kg","DA-07-00006-01","Boba Boba King Pack 1 Kg",0.027273
"BTL-L","Shaken Boba Tea Ice (Lychee) L","Bar",0,"ingridient","BB-10-001","Es","KG","10 Kg","DA-06-00001-01","Es Tube Sedang Pack",0.04
"BTL-L","Shaken Boba Tea Ice (Lychee) L","Bar",0,"package","PA-04-002","Cup PP SA 16 oz","PCS","1200 Pcs","PA-01-00002-01","Cup PP SA 16 oz Hansupack",1
"BTL-L","Shaken Boba Tea Ice (Lychee) L","Bar",0,"package","PA-06-001","Plastik Cup Sealer","M","150 M","PA-01-00010-01","Plastik Cup Sealer Roll 150 M",0.0013
"BTL-L","Shaken Boba Tea Ice (Lychee) L","Bar",0,"package","PA-04-005","Sedotan Ungu 12 mm","PCS","200 Pcs","PA-01-00008-01","Sedotan Ungu Lancip 15 mm Hansupack",1
"BTM-L","Shaken Boba Tea Ice (Mango) L","Bar",0,"ingridient","BB-07-007","Powder Black Tea","KG","1 Kg","PO-01-00005-01","Powder Black Tea NIP Pack 1Kg",0.2125
"BTM-L","Shaken Boba Tea Ice (Mango) L","Bar",0,"ingridient","BB-07-004","Concentrad Mango","KG","7 Kg","SI-04-000001-01","Concentrated Mango NIP Jirigen 7 Kg",0.005714
"BTM-L","Shaken Boba Tea Ice (Mango) L","Bar",0,"ingridient","BB-07-001","Simpel Sirup","KG","6 Kg","SI-01-000001-01","Sirup Simple Toffin Botol 750 Ml",0.003636
"BTM-L","Shaken Boba Tea Ice (Mango) L","Bar",0,"ingridient","BB-16-001","Tapioca Pearl","KG","1 Kg","DA-07-00006-01","Boba Boba King Pack 1 Kg",0.027273
"BTM-L","Shaken Boba Tea Ice (Mango) L","Bar",0,"ingridient","BB-10-001","Es","KG","10 Kg","DA-06-00001-01","Es Tube Sedang Pack",0.04
"BTM-L","Shaken Boba Tea Ice (Mango) L","Bar",0,"package","PA-04-002","Cup PP SA 16 oz","PCS","1200 Pcs","PA-01-00002-01","Cup PP SA 16 oz Hansupack",1
"BTM-L","Shaken Boba Tea Ice (Mango) L","Bar",0,"package","PA-06-001","Plastik Cup Sealer","M","150 M","PA-01-00010-01","Plastik Cup Sealer Roll 150 M",0.0013
"BTM-L","Shaken Boba Tea Ice (Mango) L","Bar",0,"package","PA-04-005","Sedotan Ungu 12 mm","PCS","200 Pcs","PA-01-00008-01","Sedotan Ungu Lancip 15 mm Hansupack",1
"BTP-L","Shaken Boba Tea Ice (Peach) L","Bar",0,"ingridient","BB-07-007","Powder Black Tea","KG","1 Kg","PO-01-00005-01","Powder Black Tea NIP Pack 1Kg",0.2125
"BTP-L","Shaken Boba Tea Ice (Peach) L","Bar",0,"ingridient","BB-07-006","Sirup Peach","LITER","1 Liter","SI-03-000002-01","Sirup Peach Delifru Pack 1 Liter",0.03
"BTP-L","Shaken Boba Tea Ice (Peach) L","Bar",0,"ingridient","BB-07-001","Simpel Sirup","KG","6 Kg","SI-01-000001-01","Sirup Simple Toffin Botol 750 Ml",0.003636
"BTP-L","Shaken Boba Tea Ice (Peach) L","Bar",0,"ingridient","BB-16-001","Tapioca Pearl","KG","1 Kg","DA-07-00006-01","Boba Boba King Pack 1 Kg",0.027273
"BTP-L","Shaken Boba Tea Ice (Peach) L","Bar",0,"ingridient","BB-10-001","Es","KG","10 Kg","DA-06-00001-01","Es Tube Sedang Pack",0.04
"BTP-L","Shaken Boba Tea Ice (Peach) L","Bar",0,"package","PA-04-002","Cup PP SA 16 oz","PCS","1200 Pcs","PA-01-00002-01","Cup PP SA 16 oz Hansupack",1
"BTP-L","Shaken Boba Tea Ice (Peach) L","Bar",0,"package","PA-06-001","Plastik Cup Sealer","M","150 M","PA-01-00010-01","Plastik Cup Sealer Roll 150 M",0.0013
"BTP-L","Shaken Boba Tea Ice (Peach) L","Bar",0,"package","PA-04-005","Sedotan Ungu 12 mm","PCS","200 Pcs","PA-01-00008-01","Sedotan Ungu Lancip 15 mm Hansupack",1
"TMH-L","Tea Macchiato Ice (Honey) L","Bar",0,"ingridient","BB-07-007","Powder Black Tea","KG","1 Kg","PO-01-00005-01","Powder Black Tea NIP Pack 1Kg",0.2125
"TMH-L","Tea Macchiato Ice (Honey) L","Bar",0,"ingridient","BB-07-005","Concentrad Honey","KG","7 Kg","SI-04-000002-01","Concentrated Longan Honey NIP Jirigen 7 Kg",0.005714
"TMH-L","Tea Macchiato Ice (Honey) L","Bar",0,"ingridient","BB-07-001","Simpel Sirup","KG","6 Kg","SI-01-000001-01","Sirup Simple Toffin Botol 750 Ml",0.013333
"TMH-L","Tea Macchiato Ice (Honey) L","Bar",0,"ingridient","BB-07-009","Powder Cheese Foam","KG","1 Kg","DA-07-00014-01","Foam Cheese Manis NIP Pack 1 Kg",0.005625
"TMH-L","Tea Macchiato Ice (Honey) L","Bar",0,"ingridient","BB-05-001","Whip Cream","LITER","0.9 LITER","DA-07-00002-01","Rich Value Pride Pack 900Ml",0.0013
"TMH-L","Tea Macchiato Ice (Honey) L","Bar",0,"ingridient","BB-10-001","Es","KG","10 Kg","DA-06-00001-01","Es Tube Sedang Pack",0.04
"TMH-L","Tea Macchiato Ice (Honey) L","Bar",0,"package","PA-04-002","Cup PP SA 16 oz","PCS","1200 Pcs","PA-01-00002-01","Cup PP SA 16 oz Hansupack",1
"TMH-L","Tea Macchiato Ice (Honey) L","Bar",0,"package","PA-06-001","Plastik Cup Sealer","M","150 M","PA-01-00010-01","Plastik Cup Sealer Roll 150 M",0.0013
