"code","name","station","cogs","resource_type","resource_code","resource_name","resource_unit","conversion","item_code","item_name","qty"
"F-47","Corn Mayo Risol","Pantry",0,"ingridient","BB-06-001","Sauce Tomato","SACHET","24 Sachet","DA-04-00003-01","Sauce Tomato Del Monte pcs",1
"F-47","Corn Mayo Risol","Pantry",0,"ingridient","BB-06-002","Sauce Chili ","SACHET","24 Sachet","DA-04-00004-01","Sauce Extra Hot Del Monte pcs",1
"F-47","Corn Mayo Risol","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-47","Corn Mayo Risol","Pantry",0,"item","FO-01-00047-01","Corn Mayo Risol","PC","PC","FO-01-00047-01","Corn Mayo Risol",1
"F-48","Homemade Snowy Donut","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-48","Homemade Snowy Donut","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-48","Homemade Snowy Donut","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-48","Homemade Snowy Donut","Pantry",0,"item","FO-01-00048-01","Homemade Snowy Donut","PC","PC","FO-01-00048-01","Homemade Snowy Donut",1
"F-49","Chocoroll","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-49","Chocoroll","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-49","Chocoroll","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-49","Chocoroll","Pantry",0,"item","FO-01-00049-01","Chocoroll","PC","PC","FO-01-00049-01","Chocoroll",1
"F-50","Japan Curry Donut","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-50","Japan Curry Donut","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-50","Japan Curry Donut","Pantry",0,"ingridient","BB-06-001","Sauce Tomato","SACHET","24 Sachet","DA-04-00003-01","Sauce Tomato Del Monte pcs",1
"F-50","Japan Curry Donut","Pantry",0,"ingridient","BB-06-002","Sauce Chili ","SACHET","24 Sachet","DA-04-00004-01","Sauce Extra Hot Del Monte pcs",1
"F-50","Japan Curry Donut","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-50","Japan Curry Donut","Pantry",0,"item","FO-01-00050-01","Japan Curry Donut","PC","PC","FO-01-00050-01","Japan Curry Donut",1
"F-51","Coffee Boba Cheese","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-51","Coffee Boba Cheese","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-51","Coffee Boba Cheese","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-51","Coffee Boba Cheese","Pantry",0,"item","FO-01-00051-01","Coffee Boba Cheese","PC","PC","FO-01-00051-01","Coffee Boba Cheese",1
"F-52","Pandan Cheese Roll","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-52","Pandan Cheese Roll","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-52","Pandan Cheese Roll","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-52","Pandan Cheese Roll","Pantry",0,"item","FO-01-00052-01","Pandan Cheese Roll","PC","PC","FO-01-00052-01","Pandan Cheese Roll",1
"F-53","Dutch crown","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-53","Dutch crown","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-53","Dutch crown","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-53","Dutch crown","Pantry",0,"item","FO-01-00053-01","Dutch crown","PC","PC","FO-01-00053-01","Dutch crown",1
"F-54","Brocoa","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-54","Brocoa","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-54","Brocoa","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-54","Brocoa","Pantry",0,"item","FO-01-00054-01","Brocoa","PC","PC","FO-01-00054-01","Brocoa",1
"F-55","Chicken Nori Donut","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-55","Chicken Nori Donut","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-55","Chicken Nori Donut","Pantry",0,"ingridient","BB-06-001","Sauce Tomato","SACHET","24 Sachet","DA-04-00003-01","Sauce Tomato Del Monte pcs",1
"F-55","Chicken Nori Donut","Pantry",0,"ingridient","BB-06-002","Sauce Chili ","SACHET","24 Sachet","DA-04-00004-01","Sauce Extra Hot Del Monte pcs",1
"F-55","Chicken Nori Donut","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-55","Chicken Nori Donut","Pantry",0,"item","FO-01-00055-01","Chicken Nori Donut","PC","PC","FO-01-00055-01","Chicken Nori Donut",1
"F-56","Tiramisu Roll","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-56","Tiramisu Roll","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-56","Tiramisu Roll","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-56","Tiramisu Roll","Pantry",0,"item","FO-01-00056-01","Tiramisu Roll","PC","PC","FO-01-00056-01","Tiramisu Roll",1
"F-57","Choco Chrunchy Roll","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-57","Choco Chrunchy Roll","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-57","Choco Chrunchy Roll","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-57","Choco Chrunchy Roll","Pantry",0,"item","FO-01-00057-01","Choco Chrunchy Roll","PC","PC","FO-01-00057-01","Choco Chrunchy Roll",1
"F-58","Cotton Cheesecake","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-58","Cotton Cheesecake","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-58","Cotton Cheesecake","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-58","Cotton Cheesecake","Pantry",0,"item","FO-01-00058-01","Cotton Cheesecake","PC","PC","FO-01-00058-01","Cotton Cheesecake",1
"F-59","Cinnamon Roll with Cream Cheese Tiramissu","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-59","Cinnamon Roll with Cream Cheese Tiramissu","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-59","Cinnamon Roll with Cream Cheese Tiramissu","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-59","Cinnamon Roll with Cream Cheese Tiramissu","Pantry",0,"item","FO-01-00059-01","Cinnamon Roll with Cream Cheese Tiramissu","PC","PC","FO-01-00059-01","Cinnamon Roll with Cream Cheese Tiramissu",1
"F-60","Cinnamon Roll with Cream Cheese Choco Crunchy","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-60","Cinnamon Roll with Cream Cheese Choco Crunchy","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-60","Cinnamon Roll with Cream Cheese Choco Crunchy","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-60","Cinnamon Roll with Cream Cheese Choco Crunchy","Pantry",0,"item","FO-01-00060-01","Cinnamon Roll with Cream Cheese Choco Crunchy","PC","PC","FO-01-00060-01","Cinnamon Roll with Cream Cheese Choco Crunchy",1
"F-61","Banana Chocociz Fried","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-61","Banana Chocociz Fried","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-61","Banana Chocociz Fried","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-61","Banana Chocociz Fried","Pantry",0,"item","FO-01-00061-01","Banana Chocociz Fried","PC","PC","FO-01-00061-01","Banana Chocociz Fried",1
"F-62","Klepon Cake","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-62","Klepon Cake","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-62","Klepon Cake","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-62","Klepon Cake","Pantry",0,"item","FO-01-00062-01","Klepon Cake","PC","PC","FO-01-00062-01","Klepon Cake",1
"F-63","Choco Pizookie Peanut","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-63","Choco Pizookie Peanut","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-63","Choco Pizookie Peanut","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-63","Choco Pizookie Peanut","Pantry",0,"item","FO-01-00063-01","Choco Pizookie Peanut","PC","PC","FO-01-00063-01","Choco Pizookie Peanut",1
"F-64","Choco Pizookie Oat & Raisin","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-64","Choco Pizookie Oat & Raisin","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-64","Choco Pizookie Oat & Raisin","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-64","Choco Pizookie Oat & Raisin","Pantry",0,"item","FO-01-00064-01","Choco Pizookie Oat & Raisin","PC","PC","FO-01-00064-01","Choco Pizookie Oat & Raisin",1
"F-65","Fancy Heart Eclair","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-65","Fancy Heart Eclair","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-65","Fancy Heart Eclair","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-65","Fancy Heart Eclair","Pantry",0,"item","FO-01-00065-01","Fancy Heart Eclair","PC","PC","FO-01-00065-01","Fancy Heart Eclair",1
"F-66","Cupid Cotton Cake","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-66","Cupid Cotton Cake","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-66","Cupid Cotton Cake","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-66","Cupid Cotton Cake","Pantry",0,"item","FO-01-00066-01","Cupid Cotton Cake","PC","PC","FO-01-00066-01","Cupid Cotton Cake",1
"F-67","xoxo brownies","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-67","xoxo brownies","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-67","xoxo brownies","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-67","xoxo brownies","Pantry",0,"item","FO-01-00067-01","xoxo brownies","PC","PC","FO-01-00067-01","xoxo brownies",1
"F-68","Regal Oreo Chococheese","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-68","Regal Oreo Chococheese","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-68","Regal Oreo Chococheese","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-68","Regal Oreo Chococheese","Pantry",0,"item","FO-01-00068-01","Regal Oreo Chococheese","PC","PC","FO-01-00068-01","Regal Oreo Chococheese",1
"F-69","Boba Pudding Sweetheart","Pantry",0,"package","PA-03-003","Sendok Teh ","PCS","100 Pcs","PA-02-00010-01","Sendok Teh Suapi Pcs",1
"F-69","Boba Pudding Sweetheart","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-69","Boba Pudding Sweetheart","Pantry",0,"item","FO-01-00069-01","Boba Pudding Sweetheart","PC","PC","FO-01-00069-01","Boba Pudding Sweetheart",1
"F-70","Be Mine Cupcakes","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-70","Be Mine Cupcakes","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-70","Be Mine Cupcakes","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-70","Be Mine Cupcakes","Pantry",0,"item","FO-01-00070-01","Be Mine Cupcakes","PC","PC","FO-01-00070-01","Be Mine Cupcakes",1
"F-71","Nakoa Sandwich","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-71","Nakoa Sandwich","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-71","Nakoa Sandwich","Pantry",0,"ingridient","BB-06-001","Sauce Tomato","SACHET","24 Sachet","DA-04-00003-01","Sauce Tomato Del Monte pcs",1
"F-71","Nakoa Sandwich","Pantry",0,"ingridient","BB-06-002","Sauce Chili ","SACHET","24 Sachet","DA-04-00004-01","Sauce Extra Hot Del Monte pcs",1
"F-71","Nakoa Sandwich","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-71","Nakoa Sandwich","Pantry",0,"item","FO-01-00071-01","Nakoa Sandwich","PC","PC","FO-01-00071-01","Nakoa Sandwich",1
"F-72","Sandwich Beef","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-72","Sandwich Beef","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-72","Sandwich Beef","Pantry",0,"ingridient","BB-06-001","Sauce Tomato","SACHET","24 Sachet","DA-04-00003-01","Sauce Tomato Del Monte pcs",1
"F-72","Sandwich Beef","Pantry",0,"ingridient","BB-06-002","Sauce Chili ","SACHET","24 Sachet","DA-04-00004-01","Sauce Extra Hot Del Monte pcs",1
"F-72","Sandwich Beef","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-72","Sandwich Beef","Pantry",0,"item","FO-01-00072-01","Sandwich Beef","PC","PC","FO-01-00072-01","Sandwich Beef",1
"F-73","Boba Pudding Milk Tea","Pantry",0,"package","PA-03-003","Sendok Teh ","PCS","100 Pcs","PA-02-00010-01","Sendok Teh Suapi Pcs",1
"F-73","Boba Pudding Milk Tea","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",2
"F-73","Boba Pudding Milk Tea","Pantry",0,"item","FO-01-00073-01","Boba Pudding Milk Tea","PC","PC","FO-01-00073-01","Boba Pudding Milk Tea",3
"F-74","Boba Pudding Bubblegum","Pantry",0,"package","PA-03-003","Sendok Teh ","PCS","100 Pcs","PA-02-00010-01","Sendok Teh Suapi Pcs",1
"F-74","Boba Pudding Bubblegum","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",2
"F-74","Boba Pudding Bubblegum","Pantry",0,"item","FO-01-00074-01","Boba Pudding Bubblegum","PC","PC","FO-01-00074-01","Boba Pudding Bubblegum",3
"F-75","Browcano","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-75","Browcano","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-75","Browcano","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-75","Browcano","Pantry",0,"item","FO-01-00075-01","Browcano","PC","PC","FO-01-00075-01","Browcano",1
"F-76","Oreo Choco Brownies","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-76","Oreo Choco Brownies","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-76","Oreo Choco Brownies","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-76","Oreo Choco Brownies","Pantry",0,"item","FO-01-00076-01","Oreo Choco Brownies","PC","PC","FO-01-00076-01","Oreo Choco Brownies",1
"F-77","Pizza Puff","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-77","Pizza Puff","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-77","Pizza Puff","Pantry",0,"ingridient","BB-06-001","Sauce Tomato","SACHET","24 Sachet","DA-04-00003-01","Sauce Tomato Del Monte pcs",1
"F-77","Pizza Puff","Pantry",0,"ingridient","BB-06-002","Sauce Chili ","SACHET","24 Sachet","DA-04-00004-01","Sauce Extra Hot Del Monte pcs",1
"F-77","Pizza Puff","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-77","Pizza Puff","Pantry",0,"item","FO-01-00037-01","Hot Cheese Croquette","PC","PC","FO-01-00037-01","Hot Cheese Croquette",1
"F-78","Cupcakes Vanilla","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-78","Cupcakes Vanilla","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-78","Cupcakes Vanilla","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-78","Cupcakes Vanilla","Pantry",0,"item","FO-01-00077-01","Pizza Puff","PC","PC","FO-01-00077-01","Pizza Puff",1
"F-79","Cupcakes Choco","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-79","Cupcakes Choco","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-79","Cupcakes Choco","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-79","Cupcakes Choco","Pantry",0,"item","FO-01-00078-01","Cupcakes Vanilla","PC","PC","FO-01-00078-01","Cupcakes Vanilla",1
"F-80","Boba Cake Choco Milo","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-80","Boba Cake Choco Milo","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-80","Boba Cake Choco Milo","Pantry",0,"ingridient","BB-16-001","Tapioca Pearl","KG","1 Kg","DA-07-00006-01","Boba Boba King Pack 1 Kg",0.027273
"F-80","Boba Cake Choco Milo","Pantry",0,"ingridient","BB-07-001","Simpel Sirup","KG","6 Kg","SI-01-000001-01","Sirup Simple Toffin Botol 750 Ml",0.013333
"F-80","Boba Cake Choco Milo","Pantry",0,"ingridient","BB-07-009","Powder Cheese Foam","KG","1 Kg","DA-07-00014-01","Foam Cheese Manis NIP Pack 1 Kg",0.005625
"F-80","Boba Cake Choco Milo","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-80","Boba Cake Choco Milo","Pantry",0,"item","FO-01-00079-01","Cupcakes Choco","PC","PC","FO-01-00079-01","Cupcakes Choco",1
"F-81","Banana Cake","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-81","Banana Cake","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-81","Banana Cake","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-81","Banana Cake","Pantry",0,"item","FO-01-00081-01","Banana Cake","PC","PC","FO-01-00081-01","Banana Cake",1
"F-82","Korean Donut","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-82","Korean Donut","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-82","Korean Donut","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-82","Korean Donut","Pantry",0,"item","FO-01-00082-01","Korean Donut","PC","PC","FO-01-00082-01","Korean Donut",1
"XES","Espresso","Pantry",0,"ingridient","BB-01-001","Kopi","KG","1 Kg","DA-02-00001-01","Coffee Bean Roasted House Blend CV Arera Pack 1 Kg",0.0095
"XBB","Boba: Original","Pantry",0,"ingridient","BB-16-001","Tapioca Pearl","KG","1 Kg","DA-07-00006-01","Boba Boba King Pack 1 Kg",0.027273
"XBS","Boba: Brown Sugar","Pantry",0,"ingridient","BB-07-001","Simpel Sirup","KG","6 Kg","SI-01-000001-01","Sirup Simple Toffin Botol 750 Ml",0.003636
"XBS","Boba: Brown Sugar","Pantry",0,"ingridient","BB-16-001","Tapioca Pearl","KG","1 Kg","DA-07-00006-01","Boba Boba King Pack 1 Kg",0.027273
"XBS","Boba: Brown Sugar","Pantry",0,"ingridient","BB-99-002","Powder Palm Sugar","KG","1 Kg","SI-03-000003-01","Palm Sugar Cair Dellifru Pack 1 Liter",0.03
"XCJ","Coffee Jelly","Pantry",0,"ingridient","BB-16-002","Coffee Jelly","KG","2 Kg","DA-07-00001-01","Coffee�Jelly�NIP�Jar�3.2�Kg",0.015625
"XIC","Ice Cream Scoop","Pantry",0,"item","DA-07-00010-01","Ice Cream Reg Vanila Pack 8 Ltr","PC","PC","DA-07-00010-01","Ice Cream Reg Vanila Pack 8 Ltr",0.01
"F-83","Eclair Matcha","Pantry",0,"item","FO-01-00083-01","Eclair Matcha","PC","PC","FO-01-00083-01","Eclair Matcha",1
"F-83","Eclair Matcha","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-83","Eclair Matcha","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-83","Eclair Matcha","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-84","Eclair Tiramisu","Pantry",0,"item","FO-01-00084-01","Eclair Tiramisu","PC","PC","FO-01-00084-01","Eclair Tiramisu",1
"F-84","Eclair Tiramisu","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-84","Eclair Tiramisu","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-84","Eclair Tiramisu","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-85","Eclair Chocolate","Pantry",0,"item","FO-01-00085-01","Eclair Chocolate","PC","PC","FO-01-00085-01","Eclair Chocolate",1
"F-85","Eclair Chocolate","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-85","Eclair Chocolate","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-85","Eclair Chocolate","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-86","Boba Pudding Greentea","Pantry",0,"item","FO-01-00086-01","Boba Pudding Greentea","PC","PC","FO-01-00086-01","Boba Pudding Greentea",1
"F-86","Boba Pudding Greentea","Pantry",0,"package","PA-03-003","Sendok Teh ","PCS","100 Pcs","PA-02-00010-01","Sendok Teh Suapi Pcs",1
"F-86","Boba Pudding Greentea","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-87","Boba Pudding Coklat","Pantry",0,"package","PA-03-003","Sendok Teh ","PCS","100 Pcs","PA-02-00010-01","Sendok Teh Suapi Pcs",1
"F-87","Boba Pudding Coklat","Pantry",0,"item","FO-01-00087-01","Boba Pudding Coklat","PC","PC","FO-01-00087-01","Boba Pudding Coklat",1
"F-87","Boba Pudding Coklat","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-88","Boba Pudding Cotton Candy","Pantry",0,"package","PA-03-003","Sendok Teh ","PCS","100 Pcs","PA-02-00010-01","Sendok Teh Suapi Pcs",1
"F-88","Boba Pudding Cotton Candy","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
